filename,chunks,quarter,call_date
jpm-2q24-earnings-call-transcript-final.pdf,"['exclud', 'visa', 'gain', 'mention', 'earlier', 'well', 'last', 'year', 'first', 'republ', 'bargain', 'purchas', 'gain', '', 'billion', 'revenu', '', 'billion', '', 'billion', 'nii', 'market', 'million', 'driven', 'impact', 'balanc', 'sheet', 'mix', 'higher', 'rate', 'higher', 'revolv', 'balanc', 'card', 'addit', 'month', 'first', 'republicrel', 'nii', 'partial', 'offset', 'deposit', 'margin', 'compress', 'lower', 'deposit', 'balanc', 'nir', 'market', '', 'billion']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['exclud', 'item', 'mention', '', 'billion', 'larg', 'driven', 'higher', 'invest', 'bank', 'revenu', 'asset', 'manag', 'fee', 'period', 'includ', 'net', 'invest', 'secur', 'loss', 'market', 'revenu', 'million', 'yearonyear', 'expens', '', 'billion', '', 'billion', 'yearonyear']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['exclud', 'foundat', 'contribut', 'previous', 'mention', 'expens', 'primarili', 'driven', 'compens', 'includ', 'revenuerel', 'compens', 'growth', 'employe', 'credit', 'cost', '', 'billion', 'reflect', 'net', 'chargeoff', '', 'billion', 'net', 'reserv', 'build', 'million', 'net', 'chargeoff', 'million', 'yearonyear', 'predominantli', 'driven', 'card', 'net', 'reserv', 'build', 'includ', 'million', 'consum', 'million', 'wholesal']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['balanc', 'sheet', 'capit', 'page', 'end', 'quarter', 'cet', 'ratio', '', 'basi', 'point', 'versu', 'prior', 'quarter', 'primarili', 'driven', 'net', 'incom', 'larg', 'offset', 'capit', 'distribut', 'higher', 'rwa', 'know', 'complet', 'ccar', 'coupl', 'week', 'ago', 'alreadi', 'disclos', 'number', 'key', 'point', 'let', 'summar', 'here', 'preliminari', 'scb', '', 'although', 'final', 'scb', 'could', 'higher']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['preliminari', 'scb', 'current', 'requir', '', 'result', '', 'standard', 'cet', 'ratio', 'requir', 'goe', 'effect', 'fourth', 'quarter', '', 'final', 'firm', 'announc', 'board', 'intend', 'increas', 'quarterli', 'common', 'stock', 'dividend', '', '', 'per', 'share', 'third', 'quarter', '', 'now', 'let', 'busi', 'start', 'ccb', 'page']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['ccb', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion', 'yearonyear', 'bank', 'wealth', 'manag', 'revenu', 'yearonyear', 'reflect', 'lower', 'deposit', 'deposit', 'margin', 'compress', 'partial', 'offset', 'growth', 'wealth', 'manag', 'revenu', 'averag', 'deposit', 'yearonyear', 'quarteron', 'quarter', 'client', 'invest', 'asset', 'yearonyear', 'predominantli', 'driven', 'market', 'perform']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['home', 'lend', 'revenu', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'higher', 'nii', 'includ', 'one', 'addit', 'month', 'first', 'republ', 'portfolio', 'turn', 'card', 'servic', 'auto', 'revenu', 'yearonyear', 'predominantli', 'driven', 'higher', 'card', 'nii', 'higher', 'revolv', 'balanc', 'card', 'outstand', 'due', 'strong', 'account', 'acquisit', 'continu', 'normal', 'revolv']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['auto', 'origin', '', 'billion', 'come', 'strong', 'origin', 'year', 'ago', 'continu', 'maintain', 'healthi', 'margin', 'expens', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'first', 'republ', 'expens', 'reflect', 'line', 'busi', 'mention', 'earlier', 'well', 'field', 'compens', 'continu', 'growth', 'technolog', 'market']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['term', 'credit', 'perform', 'quarter', 'credit', 'cost', '', 'billion', 'reflect', 'net', 'chargeoff', '', 'billion', 'million', 'yearonyear', 'predominantli', 'driven', 'card', 'newer', 'vintag', 'season', 'credit', 'normal', 'continu', 'net', 'reserv', 'build', 'million', 'also', 'driven', 'card', 'due', 'loan', 'growth', 'updat', 'certain', 'macroeconom', 'variabl', 'next', 'commerci', 'invest', 'bank', 'page']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['new', 'commerci', 'invest', 'bank', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion', 'note', 'disclos', 'revenu', 'busi', 'well', 'break', 'bank', 'payment', 'revenu', 'client', 'coverag', 'segment', 'order', 'best', 'highlight', 'relev', 'trend', 'import', 'dimens', 'wholesal', 'franchis', 'quarter', 'fee', 'yearonyear', 'rank', 'number', 'one', 'yeartod', 'wallet', 'share', '']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['advisori', 'fee', 'primarili', 'driven', 'close', 'larg', 'deal', 'weak', 'prioryear', 'quarter', 'underwrit', 'fee', 'meaning', 'equiti', 'debt', 'benefit', 'favor', 'market', 'condit', 'term', 'outlook', 're', 'pleas', 'yearonyear', 'sequenti', 'improv', 'quarter', 'remain', 'cautious', 'optimist', 'pipelin', 'although', 'mani', 'headwind', 'still', 'effect']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['also', 'worth', 'note', 'pullforward', 'refinanc', 'activ', 'meaning', 'contributor', 'strong', 'perform', 'first', 'half', 'year', 'payment', 'revenu', '', 'billion', 'yearonyear', 'deposit', 'margin', 'compress', 'higher', 'depositrel', 'client', 'credit', 'larg', 'offset', 'fee', 'growth', 'move', 'market', 'total', 'revenu', '', 'billion', 'yearonyear', 'fix', 'incom', 'continu', 'strength', 'securit', 'product']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['equiti', 'market', 'equiti', 'deriv', 'improv', 'client', 'activ', 'saw', 'record', 'revenu', 'prime', 'growth', 'client', 'balanc', 'amid', 'support', 'equiti', 'market', 'level', 'secur', 'servic', 'revenu', '', 'billion', 'yearonyear', 'driven', 'higher', 'volum', 'market', 'level', 'larg', 'offset', 'deposit', 'margin', 'compress']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['expens', '', 'billion', 'yearonyear', 'larg', 'driven', 'higher', 'revenuerel', 'compens', 'legal', 'expens', 'volumerel', 'noncompens', 'expens', 'bank', 'payment', 'averag', 'loan', 'yearonyear', 'due', 'impact', 'first', 'republ', 'acquisit', 'flat', 'sequenti']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['demand', 'new', 'loan', 'remain', 'mute', 'middl', 'market', 'larg', 'corpor', 'client', 'remain', 'somewhat', 'cautiou', 'due', 'econom', 'environ', 'revolv', 'util', 'continu', 'prepandem', 'level', 'also', 'capit', 'market', 'open', 'provid', 'altern', 'tradit', 'bank', 'lend', 'client', 'cre', 'higher', 'rate', 'continu', 'suppress', 'loan', 'origin', 'payoff', 'activ', 'averag', 'client', 'deposit', 'yearonyear', 'rel', 'flat', 'sequenti']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['final', 'credit', 'cost', 'million', 'net', 'reserv', 'build', 'million', 'primarili', 'driven', 'incorpor', 'first', 'republ', 'portfolio', 'firm', 'model', 'approach', 'net', 'chargeoff', 'million', 'half', 'offic', 'then', 'complet', 'line', 'busi', 'awm', 'page', 'asset', 'wealth', 'manag', 'report', 'net', 'incom', '', 'billion', 'pretax', 'margin']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['revenu', '', 'billion', 'yearonyear', 'driven', 'growth', 'manag', 'fee', 'higher', 'averag', 'market', 'level', 'strong', 'net', 'inflow', 'well', 'higher', 'brokerag', 'activ', 'larg', 'offset', 'deposit', 'margin', 'compress', 'expens', '', 'billion', 'yearonyear', 'larg', 'driven', 'higher', 'compens', 'primarili', 'revenuerel', 'compens', 'continu', 'growth', 'privat', 'bank', 'advisor', 'team']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['quarter', 'longterm', 'net', 'inflow', 'billion', 'led', 'equiti', 'fix', 'incom', 'liquid', 'saw', 'net', 'inflow', 'billion', 'aum', '', 'trillion', 'yearonyear', 'client', 'asset', '', 'trillion', 'yearonyear', 'driven', 'higher', 'market', 'level', 'continu', 'net', 'inflow', 'final', 'loan', 'deposit', 'flat', 'quarteronquart', 'turn', 'corpor', 'page', 'corpor', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['exclud', 'quarter', 'visarel', 'gain', 'first', 'republ', 'bargain', 'purchas', 'gain', 'prior', 'year', 'nir', 'approxim', 'million', 'yearonyear', 'nii', 'million', 'yearonyear', 'driven', 'impact', 'balanc', 'sheet', 'mix', 'higher', 'rate', 'expens', '', 'billion', 'million', 'yearonyear']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['exclud', 'foundat', 'contribut', 'expens', 'million', 'yearonyear', 'larg', 'result', 'move', 'first', 'republicrel', 'expens', 'corpor', 'relev', 'segment', 'finish', 'outlook', 'page', 'guidanc', 'includ', 'driver', 'remain', 'unchang', 'said', 'investor', 'day', 'continu', 'expect', 'nii', 'nii']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['market', 'approxim', 'billion', 'adjust', 'expens', 'billion', 'credit', 'card', 'net', 'chargeoff', 'rate', 'approxim', '', 'wrap', 'report', 'perform', 'quarter', 'except', 'actual', 'repres', 'record', 'revenu', 'net', 'incom', 'importantli', 'exclud', 'signific', 'item', 'underli', 'perform', 'continu', 'quit', 'strong', 'and', 'alway', 'remain', 'focus', 'continu', 'execut', 'disciplin']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['that', 'let', 'open', 'line']",2Q24,2024-07-12
jpm-1q24-earnings-call-transcript.pdf,"['q', 'financi', 'result', 'earn', 'call', 'transcript', 'april', 'manag', 'discuss', 'section', 'oper', 'good', 'morn', 'ladi', 'gentlemen', 'welcom', 'jpmorgan', 'chase', 'first', 'quarter', 'earn', 'call', 'call', 'record', 'line', 'mute', 'durat', 'call', 'live', 'present', 'pleas', 'standbi', 'time', 'would', 'like', 'turn', 'call', 'jpmorgan', 'chase', 'chairman', 'ceo', 'jami', 'dimon', 'chief', 'financi', 'offic', 'jeremi', 'barnum']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['mr', 'barnum', 'pleas', 'ahead', 'jeremi', 'barnum', 'chief', 'financi', 'offic', 'jpmorgan', 'chase', 'co', 'thank', 'much', 'good', 'morn', 'everyon', 'present', 'avail', 'websit', 'pleas', 'refer', 'disclaim', 'back', 'firm', 'report', 'net', 'incom', '', 'billion', 'ep', '', 'revenu', '', 'billion', 'deliv', 'rotc']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['result', 'includ', 'million', 'increas', 'special', 'assess', 'result', 'fdic', 'updat', 'estim', 'expect', 'loss', 'closur', 'silicon', 'valley', 'bank', 'signatur', 'bank', 'touch', 'coupl', 'highlight', 'firmwid', 'fee', 'yearonyear', 'reflect', 'particular', 'strength', 'underwrit', 'fee', 've', 'seen', 'strong', 'net', 'inflow', 'across', 'awm', 'well', 'ccb', 'wealth', 'manag', 'busi', 'detail']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['last', 'quarter', 'll', 'discuss', 'result', 'exclud', 'first', 'republ', 'given', 'that', 'go', 'forward', 'first', 'republ', 'result', 'natur', 'includ', 'prior', 'period', 'make', 'yearonyear', 'result', 'compar', 'quarter', 'first', 'republ', 'contribut', '', 'billion', 'revenu', 'million', 'expens', 'million', 'net', 'incom', 'now', 'focus', 'firmwid', 'result', 'exclud', 'first', 'republ', 'revenu', '', 'billion', '', 'billion', 'yearonyear', 'nii']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['market', 'million', 'driven', 'impact', 'balanc', 'sheet', 'mix', 'higher', 'rate', 'well', 'higher', 'revolv', 'balanc', 'card', 'larg', 'offset', 'deposit', 'margin', 'compress', 'lower', 'deposit', 'balanc', 'ccb', 'nir', 'market', '', 'billion', 'driven', 'higher', 'firmwid', 'asset', 'manag', 'invest', 'bank', 'fee', 'well', 'lower', 'net', 'invest', 'secur', 'loss', 'market', 'revenu', 'million', 'yearonyear']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['expens', 'billion', '', 'billion', 'yearonyear', 'driven', 'higher', 'compens', 'includ', 'growth', 'employe', 'increas', 'fdic', 'special', 'assess', 'credit', 'cost', '', 'billion', 'reflect', 'net', 'chargeoff', 'billion', 'net', 'reserv', 'releas', 'million', 'net', 'chargeoff', 'sic', 'million', 'predomin', 'driven', 'card', 'balanc', 'sheet', 'capit', 'page']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['end', 'quarter', 'cet', 'ratio', 'rel', 'flat', 'versu', 'prior', 'quarter', 'reflect', 'net', 'incom', 'predominantli', 'offset', 'higher', 'rwa', 'capit', 'distribut', 'quarter', 'higher', 'rwa', 'larg', 'due', 'season', 'effect', 'includ', 'higher', 'client', 'activ', 'market', 'higher', 'risk', 'weight', 'defer', 'tax', 'asset', 'partial', 'offset', 'lower', 'card', 'loan', 'now', 'let', 'busi', 'start', 'ccb', 'page']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['consum', 'remain', 'financi', 'healthi', 'support', 'resili', 'labor', 'market', 'cash', 'buffer', 'larg', 'normal', 'balanc', 'still', 'prepandem', 'level', 'wage', 'keep', 'pace', 'inflat', 'look', 'stabl', 'cohort', 'custom', 'overal', 'spend', 'line', 'prior', 'year', 'turn', 'financi', 'result', 'exclud', 'first', 'republ', 'ccb', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion', 'yearonyear']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['bank', 'wealth', 'manag', 'revenu', 'yearonyear', 'reflect', 'lower', 'nii', 'lower', 'deposit', 'averag', 'balanc', 'mix', 'increas', 'client', 'invest', 'asset', 'yearonyear', 'driven', 'market', 'perform', 'strong', 'net', 'inflow', 'home', 'lend', 'revenu', 'yearonyear', 'predominantli', 'driven', 'higher', 'nii', 'product', 'revenu', 'origin', 'still', 'modest']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['move', 'card', 'servic', 'auto', 'revenu', 'yearonyear', 'driven', 'higher', 'card', 'servic', 'nii', 'higher', 'revolv', 'balanc', 'partial', 'offset', 'higher', 'card', 'acquisit', 'cost', 'new', 'account', 'growth', 'lower', 'auto', 'leas', 'incom', 'card', 'outstand', 'due', 'strong', 'account', 'acquisit', 'continu', 'normal', 'revolv', 'auto', 'origin', '', 'billion', 'maintain', 'healthi', 'margin', 'market', 'share']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['expens', '', 'billion', 'yearonyear', 'larg', 'driven', 'field', 'compens', 'continu', 'growth', 'technolog', 'market', 'term', 'credit', 'perform', 'quarter', 'credit', 'cost', '', 'billion', 'driven', 'net', 'chargeoff', 'million', 'yearonyear', 'predomin', 'due', 'continu', 'normal', 'card', 'net', 'reserv', 'build', 'million', 'reflect', 'build', 'card', 'larg', 'offset', 'releas', 'home', 'lend', 'next', 'corpor', 'invest', 'bank', 'page']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['report', 'cib', 'result', 'want', 'note', 'also', 'last', 'quarter', 'report', 'earn', 'cib', 'standalon', 'segment', 'investor', 'day', 'furnish', 'histor', 'result', 'includ', 'five', 'quarter', 'two', 'full', 'year', 'histori', 'consist', 'structur', 'new', 'commerci', 'invest', 'bank', 'segment', 'line', 'reorgan', 'announc', 'januari']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['turn', 'back', 'quarter', 'cib', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion', 'invest', 'bank', 'revenu', 'billion', 'yearonyear', 'fee', 'yearonyear', 'rank', 'number', 'one', 'yeartod', 'wallet', 'share', '', 'advisori', 'fee', 'driven', 'fewer', 'larg', 'complet', 'deal', 'underwrit', 'fee', 'significantli', 'benefit', 'improv', 'market', 'condit', 'debt', 'equiti']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['term', 'outlook', 're', 'encourag', 'level', 'capit', 'market', 'activ', 'saw', 'quarter', 'need', 'mind', 'meaning', 'portion', 'like', 'pull', 'forward', 'later', 'year', 'similarli', 'encourag', 'see', 'posit', 'momentum', 'announc', 'quarter', 'remain', 'seen', 'whether', 'continu', 'advisori', 'busi', 'still', 'face', 'structur', 'headwind', 'regulatori', 'environ']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['payment', 'revenu', '', 'billion', 'yearonyear', 'deposit', 'margin', 'normal', 'depositrel', 'client', 'credit', 'larg', 'offset', 'higher', 'feebas', 'revenu', 'deposit', 'balanc', 'move', 'market', 'total', 'revenu', 'billion', 'yearonyear', 'fix', 'incom', 'driven', 'lower', 'activ', 'rate', 'commod', 'compar', 'strong', 'prioryear', 'quarter', 'partial', 'offset', 'strong', 'result', 'securit', 'product', 'equiti', 'market', 'flat']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['secur', 'servic', 'revenu', '', 'billion', 'yearonyear', 'expens', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'lower', 'legal', 'expens', 'move', 'commerci', 'bank', 'page', 'commerci', 'bank', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion', 'year', 'onyear', 'driven', 'higher', 'noninterest', 'revenu']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['gross', 'invest', 'bank', 'market', 'revenu', 'million', 'yearonyear', 'increas', 'fee', 'larg', 'offset', 'lower', 'market', 'revenu', 'compar', 'strong', 'prior', 'year', 'quarter', 'payment', 'revenu', '', 'billion', 'yearonyear', 'driven', 'lower', 'deposit', 'margin', 'balanc', 'larg', 'offset', 'fee', 'growth', 'net', 'higher', 'depositrel', 'client', 'credit']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['expens', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'higher', 'compens', 'reflect', 'increas', 'employe', 'includ', 'front', 'offic', 'technolog', 'invest', 'well', 'higher', 'volumerel', 'expens', 'averag', 'deposit', 'yearonyear', 'primarili', 'driven', 'lower', 'nonoper', 'deposit', 'quarteronquart', 'reflect', 'season', 'lower', 'balanc', 'loan', 'flat', 'quarteronquart']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['loan', 'reflect', 'mute', 'demand', 'new', 'loan', 'client', 'remain', 'cautiou', 'cre', 'loan', 'flat', 'higher', 'rate', 'continu', 'impact', 'origin', 'payoff', 'activ', 'final', 'credit', 'cost', 'net', 'benefit', 'million', 'includ', 'net', 'reserv', 'releas', 'million', 'net', 'chargeoff', 'million', 'complet', 'line', 'busi', 'awm', 'page', 'asset', 'wealth', 'manag', 'report', 'net', 'incom', 'billion', 'pretax', 'margin']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['revenu', '', 'billion', 'yearonyear', 'exclud', 'net', 'invest', 'valuat', 'gain', 'prior', 'year', 'revenu', 'driven', 'higher', 'manag', 'fee', 'strong', 'net', 'inflow', 'higher', 'averag', 'market', 'level', 'partial', 'offset', 'lower', 'nii', 'due', 'deposit', 'margin', 'compress']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['expens', '', 'billion', 'yearonyear', 'larg', 'driven', 'higher', 'compens', 'includ', 'revenuerel', 'compens', 'continu', 'growth', 'privat', 'bank', 'advisor', 'team', 'impact', 'jp', 'morgan', 'asset', 'manag', 'china', 'acquisit', 'well', 'higher', 'distribut', 'fee', 'quarter', 'longterm', 'net', 'inflow', 'billion', 'led', 'equiti', 'fix', 'incom']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['aum', '', 'trillion', 'yearonyear', 'client', 'asset', '', 'trillion', 'yearonyear', 'driven', 'higher', 'market', 'level', 'continu', 'net', 'inflow', 'final', 'loan', 'quarteronquart', 'deposit', 'flat', 'turn', 'corpor', 'page', 'corpor', 'report', 'net', 'incom', 'million', 'revenu', '', 'billion', '', 'billion', 'yearonyear', 'nii', '', 'billion', 'million', 'yearonyear', 'driven', 'impact', 'balanc', 'sheet', 'mix', 'higher', 'rate']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['nir', 'net', 'loss', 'million', 'current', 'quarter', 'includ', 'net', 'invest', 'secur', 'loss', 'million', 'compar', 'net', 'secur', 'loss', 'million', 'prior', 'year', 'quarter', 'expens', 'billion', 'million', 'yearonyear', 'predomin', 'driven', 'increas', 'fdic', 'special', 'assess', 'finish', 'outlook', 'page', 'expect', 'nii', 'market', 'approxim', 'billion', 'base', 'forward', 'curv', 'contain', 'three', 'rate', 'cut', 'quarter', 'end']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['total', 'nii', 'guidanc', 'remain', 'approxim', 'billion', 'impli', 'decreas', 'market', 'nii', 'guidanc', 'around', 'billion', 'around', 'billion', 'primari', 'driver', 'reduct', 'balanc', 'sheet', 'growth', 'mix', 'shift', 'market', 'busi', 'remind', 'chang', 'market', 'nii', 'gener', 'revenu', 'neutral', 'outlook', 'adjust', 'expens', 'billion', 'reflect', 'increas', 'fdic', 'special', 'assess', 'mention', 'upfront']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['credit', 'continu', 'expect', 'card', 'net', 'chargeoff', 'rate', '', 'final', 'may', 'notic', 'effect', 'tax', 'rate', 'increas', 'quarter', 'like', 'stay', 'around', 'year', 'absent', 'discret', 'item', 'vari', 'quit', 'bit', 'driver', 'chang', 'firm', 'adopt', 'proport', 'amort', 'method', 'certain', 'tax', 'equiti', 'invest', 'manag', 'rate', 'unchang', 'averag', '', 'effect', 'tax', 'rate']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['smaller', 'gap', 'previous', 'observ', 'expect', 'approxim', 'relationship', 'persist', 'go', 'forward', 'although', 'differ', 'continu', 'fluctuat', 'past', 'avoid', 'doubt', 'chang', 'meaning', 'impact', 'expect', 'annual', 'net', 'incom', 're', 'mention', 'help', 'model', 'wrap', 're', 'pleas', 'anoth', 'quarter', 'strong', 'oper', 'result', 'even', 'journey', 'toward', 'nii', 'normal', 'begin']",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,"['remain', 'confid', 'abil', 'produc', 'strong', 'return', 'manag', 'risk', 'across', 'rang', 'scenario', 'econom', 'geopolit', 'regulatori', 'uncertainti', 'talk', 'time', 'remain', 'promin', 'focus', 'prepar', 'navig', 'challeng', 'well', 'other', 'may', 'come', 'way', 'that', 'let', 'open', 'line']",1Q24,2024-04-12
jpm-4q23-earnings-call-transcript.pdf,"['q', 'financi', 'result', 'earn', 'call', 'transcript', 'januari', 'manag', 'discuss', 'section', 'oper', 'good', 'morn', 'ladi', 'gentlemen', 'welcom', 'jpmorgan', 'chase', 'fourth', 'quarter', 'earn', 'call', 'call', 'record', 'line', 'mute', 'durat', 'call', 'live', 'present', 'pleas', 'stand', 'time', 'would', 'like', 'turn', 'call', 'jpmorgan', 'chase', 'chairman', 'ceo', 'jami', 'dimon', 'chief', 'financi', 'offic', 'jeremi', 'barnum']",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,"['mr', 'barnum', 'pleas', 'ahead', 'jeremi', 'barnum', 'chief', 'financi', 'offic', 'jpmorgan', 'chase', 'co', 'thank', 'good', 'morn', 'everyon', 'present', 'avail', 'websit', 'pleas', 'refer', 'disclaim', 'back', 'start', 'page', 'firm', 'report', 'net', 'incom', '', 'billion', 'ep', '', 'revenu', '', 'billion', 'deliv', 'rotc', 'result', 'includ', '', 'billion', 'fdic', 'special', 'assess', 'million', 'net', 'invest', 'secur', 'loss', 'corpor']",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,"['fourth', 'quarter', 'result', 'similar', 'prior', 'quarter', 'call', 'impact', 'first', 'republ', 'relev', 'also', 'note', 'alloc', 'certain', 'deposit', 'previous', 'ccb', 'appropri', 'line', 'busi', 'quarter', 'first', 'republ', 'contribut', '', 'billion', 'revenu', 'million', 'expens', 'million', 'net', 'incom']",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,"['focus', 'firmwid', 'fourth', 'quarter', 'result', 'exclud', 'first', 'republ', 'revenu', '', 'billion', '', 'billion', 'yearonyear', 'nii', 'market', '', 'billion', 'predominantli', 'driven', 'higher', 'rate', 'nir', 'market', 'million', 'market', 'revenu', 'million']",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,"['expens', '', 'billion', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'fdic', 'special', 'assess', 'higher', 'compens', 'includ', 'wage', 'inflat', 'growth', 'front', 'offic', 'technolog', 'credit', 'cost', '', 'billion', 'reflect', 'net', 'chargeoff', '', 'billion', 'net', 'reserv', 'build', 'million', 'net', 'chargeoff', '', 'billion', 'predominantli', 'driven', 'card', 'singl', 'name', 'exposur', 'wholesal', 'larg', 'previous', 'reserv']",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,"['net', 'reserv', 'build', 'primarili', 'driven', 'loan', 'growth', 'card', 'deterior', 'outlook', 'relat', 'commerci', 'real', 'estat', 'valuat', 'commerci', 'bank', 'look', 'full', 'year', 'result', 'page', 'firm', 'report', 'net', 'incom', 'billion', 'ep', '', 'revenu', 'billion', 'deliv', 'rotc', 'balanc', 'sheet', 'capit', 'page']",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,"['end', 'quarter', 'cet', 'ratio', 'basi', 'point', 'versu', 'prior', 'quarter', 'primarili', 'driven', 'net', 'incom', 'oci', 'gain', 'lower', 'rwa', 'partial', 'offset', 'continu', 'modest', 'pace', 'capit', 'distribut', 'firm', 'build', 'toward', 'propos', 'basel', 'iii', 'endgam', 'requir', 'now', 'let', 'busi', 'start', 'ccb', 'page', 'total', 'debit', 'credit', 'card', 'spend', 'yearonyear', 'driven', 'strong', 'account', 'growth', 'consum', 'spend', 'remain', 'stabl']",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,"['turn', 'financi', 'result', 'exclud', 'first', 'republ', 'ccb', 'report', 'net', 'incom', '', 'billion', 'revenu', 'billion', 'yearonyear', 'bank', 'wealth', 'manag', 'revenu', 'yearonyear', 'reflect', 'higher', 'nii', 'higher', 'rate', 'larg', 'offset', 'lower', 'deposit', 'averag', 'balanc', 'yearonyear', 'client', 'invest', 'asset', 'driven', 'market', 'perform', 'strong', 'net', 'inflow', 'fact', 'record', 'year', 'retail', 'net', 'new', 'money']",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,"['home', 'lend', 'revenu', 'million', 'predominantli', 'driven', 'absenc', 'msr', 'loss', 'quarter', 'versu', 'prior', 'year', 'higher', 'nii', 'move', 'card', 'servic', 'auto', 'revenu', 'yearonyear', 'driven', 'higher', 'card', 'servic', 'nii', 'higher', 'revolv', 'balanc', 'partial', 'offset', 'lower', 'auto', 'leas', 'incom', 'card', 'outstand', 'due', 'strong', 'account', 'acquisit', 'continu', 'normal', 'revolv']",4Q23,2024-01-12
